data_to_neuron,neuron_to_neighbour,breuni_class
0.2557324263343838,0.3142664042860195,fashion_lifestyle_elite
0.2343930311088069,0.3142664042860195,fashion_lifestyle_elite
0.195992760071991,0.3142664042860195,main_stream
0.3541507592576916,0.3142664042860195,fashion_lifestyle_elite
0.3055930116176056,0.3142664042860195,trendy
0.2099805409946469,0.3142664042860195,trendy
0.2041960795199874,0.3142664042860195,trendy
0.1362729351862278,0.1385918965131539,fashion_lifestyle_elite
0.1276872130482607,0.1385918965131539,fashion_lifestyle_elite
0.254941878183165,0.1385918965131539,main_stream
0.2062622576589807,0.1385918965131539,fashion_lifestyle_elite
0.2512166866176627,0.1359246656570944,main_stream
0.1047192306622457,0.1359246656570944,trendy
0.2314005154682143,0.1359246656570944,fashion_lifestyle_elite
0.1015559158564204,0.1359246656570944,trendy
0.1882021789952837,0.1359246656570944,main_stream
0.1013838973933342,0.1576822211306782,fashion_lifestyle_elite
0.279664220302965,0.1576822211306782,trendy
0.1534753702333432,0.1576822211306782,main_stream
0.1298926033566367,0.1576822211306782,main_stream
0.1921334542289718,0.1576822211306782,trendy
0.5552809710243944,1.0,fashion_lifestyle_elite
0.6590018414694119,1.0,trendy
0.20547624825843,0.1255573570432685,trendy
0.1935885460042316,0.1255573570432685,main_stream
0.2293685691925535,0.1255573570432685,fashion_lifestyle_elite
0.3687816775731771,0.1255573570432685,main_stream
0.3065401524368493,0.1255573570432685,main_stream
0.4015299948033934,0.1255573570432685,trendy
0.173819215102824,0.1255573570432685,main_stream
0.1955805896531031,0.1255573570432685,fashion_lifestyle_elite
0.2916589857831248,0.1255573570432685,main_stream
0.1436686723208099,0.1649985640413891,main_stream
0.1846688837378062,0.1649985640413891,main_stream
0.2782040643880369,0.1649985640413891,main_stream
0.1042885817897845,0.1422005534829311,fashion_lifestyle_elite
0.1134895693471935,0.1422005534829311,trendy
0.1314649523589377,0.1422005534829311,fashion_lifestyle_elite
0.1730633048149497,0.1422005534829311,main_stream
0.1957288559454005,0.1422005534829311,trendy
0.1315281655105347,0.1422005534829311,main_stream
0.1092787577751908,0.1556331308821168,fashion_lifestyle_elite
0.0670484355506217,0.1556331308821168,fashion_lifestyle_elite
0.2437118428193576,0.1556331308821168,main_stream
0.1479828890341611,0.1556331308821168,main_stream
0.1327529928487119,0.2153562542905081,fashion_lifestyle_elite
0.3159588847117598,0.2153562542905081,fashion_lifestyle_elite
0.1096978828171681,0.0666974731495508,trendy
0.288787083517021,0.0666974731495508,fashion_lifestyle_elite
0.1789939522292857,0.0666974731495508,main_stream
0.169259716016981,0.1844821169116896,main_stream
0.2054262379039723,0.1844821169116896,main_stream
0.1963516457697986,0.1844821169116896,main_stream
0.3089817916025343,0.1844821169116896,trendy
0.145352804728625,0.1104267377949599,trendy
0.1127259693111193,0.1104267377949599,fashion_lifestyle_elite
0.1576062637008829,0.1104267377949599,main_stream
0.1320303380843359,0.1104267377949599,fashion_lifestyle_elite
0.1720352247385738,0.1104267377949599,main_stream
0.1386715251549103,0.0757394837043405,fashion_lifestyle_elite
0.1361738140154927,0.0757394837043405,main_stream
0.2638067109648874,0.0757394837043405,main_stream
0.2423316957325643,0.2081496358019098,fashion_lifestyle_elite
0.1924872138477728,0.2081496358019098,trendy
0.241407625962724,0.2081496358019098,trendy
0.01785417004199,0.2081496358019098,main_stream
0.059555938958678,0.2081496358019098,trendy
0.1519124036599771,0.0105843149852588,main_stream
0.206965693293897,0.0105843149852588,fashion_lifestyle_elite
0.2908196562740803,0.0105843149852588,trendy
0.4704462788984972,0.0105843149852588,main_stream
0.0788820645190679,0.0105843149852588,main_stream
0.1086115428657947,0.1881184921228365,main_stream
0.1408607445089251,0.141616441410954,main_stream
0.099026222521082,0.141616441410954,fashion_lifestyle_elite
0.1931962747236464,0.141616441410954,main_stream
0.0670892817343224,0.141616441410954,main_stream
0.1265899200065894,0.141616441410954,main_stream
0.2326840518672535,0.141616441410954,trendy
0.2876145110204233,0.141616441410954,trendy
0.1394371335990455,0.158247986952512,trendy
0.1699377273567718,0.158247986952512,trendy
0.2734842086085168,0.158247986952512,fashion_lifestyle_elite
0.2109987967387811,0.158247986952512,main_stream
0.1019441748821736,0.158247986952512,trendy
0.1905205404372922,0.1162306385017416,trendy
0.1424212043213986,0.1162306385017416,fashion_lifestyle_elite
0.1123978382888863,0.1162306385017416,fashion_lifestyle_elite
0.2044140155682122,0.1162306385017416,trendy
0.0610310299891502,0.1162306385017416,main_stream
0.056711993683754,0.1162306385017416,main_stream
0.1255596072767751,0.1162306385017416,main_stream
0.1277360307710676,0.0450211315242284,main_stream
0.0623330776884922,0.0450211315242284,fashion_lifestyle_elite
0.1828987293778898,0.0450211315242284,trendy
0.321539148111364,0.0450211315242284,main_stream
0.2438653575700141,0.0450211315242284,main_stream
0.1347668067524457,0.0953445381834982,trendy
0.27308888984089,0.0953445381834982,main_stream
0.2819924695826366,0.0953445381834982,trendy
0.1894568065426262,0.0953445381834982,trendy
0.1361651265501487,0.0953445381834982,fashion_lifestyle_elite
0.1649610237408027,0.0953445381834982,fashion_lifestyle_elite
0.1321869022024702,0.0795646640268359,fashion_lifestyle_elite
0.2656711231091977,0.0795646640268359,trendy
0.2000331298972608,0.0795646640268359,main_stream
0.2105418508925133,0.0795646640268359,main_stream
0.2588908359431539,0.0795646640268359,main_stream
0.1525459569225241,0.0795646640268359,trendy
0.1705539609134217,0.0795646640268359,trendy
0.0919535104583939,0.1791492078166249,fashion_lifestyle_elite
0.132261968971964,0.1791492078166249,fashion_lifestyle_elite
0.1430062634913568,0.1791492078166249,main_stream
0.2203515102610793,0.1791492078166249,main_stream
0.1228244681293682,0.1663491423922447,fashion_lifestyle_elite
0.1361783108697782,0.1663491423922447,fashion_lifestyle_elite
0.1160353545560158,0.1663491423922447,main_stream
0.2594179600745623,0.1663491423922447,main_stream
0.1012578665249741,0.1478483090050258,trendy
0.1263079114032885,0.1478483090050258,trendy
0.2481459775313448,0.1478483090050258,main_stream
